"All you need is: - Hotspot - Either use your phone or install a permanent hot spot into your vehicle such as the Verizon Hum+ or similar solution by other carriers - USB power for the Echo Dot - Aux in for the car radio is what I use in both our vehicles It's fun to have Alexa on the go now, and we're hooked on the home automation integration we've been able to do with it.",Praise,
"Our entire home can be controlled by Alexa from opening/closing the garage door, to setting the security (we don't allow her to disarm), turning on the main water feed through via the watercop system we have, controlling all the lights in the house, and putting the projector screen down and turning on the projector in our home theater when it is movie time, to name a few things.",Feature Summary,
Looking forward to Alexa having better information search capability but they keep adding features and this has closed the gap on mainstream home automation to the masses.,Feature Request,
Its no good if you can't use all the features and keep the battery life.,Complaint,
You have to shut all of the features off to keep the battery life sufficient.,Feature Summary,
I don't use any of the extra features because I will have to charge it daily if I do.,Feature Summary,
"I love that I can now sync my Google Fit with my Pebble Time, and the built in Pedometer is much more accurate.",Praise,
Another pleasing feature is that it has a sleep monitor which is surprisingly accurate.,Praise,
It estimate my sleep time down almost to the exact minute.,Feature Summary,
"Other than the new features, color screen and faster processor it's still the Pebble that everyone knows which is the simplistic, intuitive and useful companion to all smartphones!",Feature Summary,
"It's much easier to keep track of my steps with it than with my phone, and the wake up function has me waking up in a much better mood.",Praise,
"I love the sleep tracker, I've been able to use it to show my doctors so that they can help me with my prescriptions.",Praise,
The Echo willnot stay connected to the internet.,Bug Report,
When I try to reconnect I have alot of trouble doing so and now cannot connect at all.,Bug Report,
The device tells me to go to the help section in my Alexa app which I cannot find in the app.,Complaint,
This device is not friendly to a person who is not tech smart,Complaint,(example of Complaint)
"Expect this to be more than just video calling, Since video is introduced I pd hawas expecting to use as a in-home security device too, in addition to just video call.",Complaint,
"With the addition of video, One nice feature that could have been added as including a real time character that can speak to users like choose your favorite star as a face and that face could be pictured to the agent to speak to you, so you can feel it as a real time conversation.",Feature Request,
"Also, another feature that could have been added is, based on the history of all the search a user has done, can alexa start a conversation with the user when needed, something like I was searching for a product and I would like to know when it becomes available, instead of an email, Alexa starting a conversation would be better too..",Feature Request,
Camera overheated -Helicopter noise after recording with the wifi on and then downloading onto my phone -I spent two hours messing with my camera and trying to connect it to wifi.,Bug Report,
In roughly a two hour time span I got it to connect to my phone and able to record using my phone but after having he preview on my phone for 15 seconds it'd freeze and the GoPro itself would freeze up.,Bug Report,
Like the clarity and ease of dashboard...it is designed quite well.,Praise,
It will take a while to completely understand all the ins and out.,Complaint,
At the onset it is fairly intuitive to get it going except was and is tough to understand what all the buttons do....no where is explained in the accompanying collateral.,Complaint,
"Also, there is no watch face available that shows a seconds hand or value.",Complaint,
Siri works better in terms of natural-language processing and understanding my intent.,Praise,
"The integrations are alright, but severely hampered by how difficult it is to remember exactly what to say.",Complaint,
"The audio quality is not great for music, and the Alexa-Spotify integration is extremely frustrating unless you use the Spotify app directly.",Complaint,
"Alexa is a solution looking for a problem, and a poorly executed solution at that.",Praise,
The unit was easy to setup and the mic picks up commands from a good distance out.,Praise,
"Overall it feels like it's got great potential but out of the box, the only use I've found from it is telling me the weather and giving me news briefings (and telling a joke, which has been surprisingly good).",Praise,
I wish there was more content out of the box or perhaps have a better way to seamlessly engage with it.,Feature Request,
It feels like I need to read up on what commands it would take before I can really make use of the Echo.,Complaint,
"It's not meant to have a full color HD display, it's job is for quick notifications and alerts while giving you the option of controlling your phone without taking it out of your pocket when on the move.",Feature Summary,
"It does pair with an Apple 6 phone and it is used to record activity, heart rate, and sleep analysis.",Feature Summary,
It is used to check incoming text messages and it can be recharged without difficulty.,Feature Summary,
"Like most new electronic products, it does take time to learn how to use it.",Feature Summary,
Getting started can take some time but if you have had an electronic smart watch before it will be learned quickly.,Feature Summary,
Someone with no experience could require help to get started.,Complaint,
"Alexa isn't great with basic questions you might Google, her voice doesn't sound as friendly, she can't hear you as well, and she's constantly trying to sell you stuff, which I find irritating.",Complaint,
The software leaves a lot to be desired.,Complaint,
I specifically have to ask mine 3 times to shut off the screen before it actually stays off.,Bug Report,
"While I'm sure I could find things to complain about with this watch (the thickness, visibility of the screen in certain conditions, the very limited interface), I don't believe I will.",Complaint,
"It's simple to operate, the color screen allows for some nice apps and watch-faces, and best of all is the incredible battery life (especially compared to any other 'smartwatch' on the market today).",Praise,
"Also, there's a good range of apps available for free or pay.",Feature Summary,
I've been using it for shopping lists; it's nice to not have to take my phone out of my pocket constantly to check what else I need or mark something off when I put it in the basket.,Praise,
"My mother is not well, and it's super helpful to be able to have an 'in person' visit.",Praise,Accessibility
The only hiccup was getting my dad to remember her name!,Complaint,
"A side benefit is that my dad speaks more clearly since he began using Alexa, and he loves singing along with the music she plays.",Praise,
The video feeds for my cameras barely work and Alexa is horrible at commands.,Bug Report,
Trying to get it to take skills to use my products could be way easier.,Complaint,
"Tried it out for a week, it was ok did everything a smart watch would but i didn't really enjoy the interface too much seemed too plain.",Complaint,
Needs updating and a enjoyable interface.,Feature Request,(example of Feature Request)
"While it is great for playing music, it is no better than the Echo or Dot; set up with Fire Phone and Kindle's for communicating is a compatibility problem.",Bug Report,
The console never powered up after I tried to install 4.5 upgrade.,Bug Report,
Interesting features and moderately useful if you don't mind having an always on device in your house.,Feature Summary,
"That said, on a number of occasions it interpreted work calls or casual conversation as commands and responded accordingly at inopportune times.",Bug Report,
The morning news report is nice.,Praise,
"I really like Alexa, but so far, she only turns my Hue lights on and off, and tells me the weather.",Praise,and Compatibility
Guess both she and I need to learn more in order to expand our relationship.,Feature Summary,
"PS I now use Alexa to play music...'Alexa, play Mozart.'",Feature Summary,
"I LOVE sous vide, and Alexa makes it so easy!",Praise,
"However, I am not upgrading my rating, because I find it annoying that you must say EXACTLY the right phrase, or Alexa doesn't understand you.",Complaint,
"When I used the app that came with the camera, the video delay was only 2 seconds.",Complaint,
"For this to be an effective live feed display unit, the delay needs to be greatly reduced to around 2 seconds if not shorter.",Feature Request,
Pushing a grocery count if your wrist is not moving your not getting your steps....(that's why I never win weekly step challenges against my friends :-P ) The 'quick view' feature on the blaze is worse than the one on the Surge bearly picks up my wrist motion to where I end up pressing the side button..really frustrating especially when you are in the middle of running and want a quick peek on your time.,Complaint,
"The watch does what it is supposed to do, but is just so large.",Praise,
"As someone who was teetering between getting an Apple Watch and the Blaze, I'm very glad I decided to get this...So far I'm really enjoy it and it has all the fitness options I want without feeling like I'm connected to my cell phone all the time.",Praise,
"My notifications come in right away, I hear my phone and the watch will nudge me!",Praise,
"The health app seems to be pretty accurate on my steps, and that does shock me!",Praise,
I am running the watch on android marshmallow and it stays connected with the instructions that I was given!,Praise,
"The baked in time lapse video settings are amazing, as well as all the variations of timed video/pictures.",Praise,
The automatic ISO settings end up creating grainy pictures/videos with what I would consider fair lighting.,Bug Report,
"The night shot mode with increased exposure times, while functional, is also somewhat lacking due to the poor low light performance.",Complaint,
"I've tried adjusting various settings in ProTune, but I still haven't been able to really get a good result.",Complaint,
CANNOT ADJUST TIME ZONE EXCEPT USA TIME If i ask about the TIME it will always say the TIME of Seattle.,Bug Report,
I tried to change it to uk time or pakistan time but  I could not.,Complaint,
played for 5 days and it has corrupted data file,Bug Report,
My prime photos won't show on home screen anymore.,Bug Report,
needs to understand more commands.,Feature Request,
I can't ask what my thermostat says in my house and I know it's connected to my thermostat.,Bug Report,
"images from pictures are less than stellar, battery life sucks (on/off just for pictures - won't last a day)(video recording - 2 hours max), and editing images are a pain.....just downloading them from the GoPro is a hassle.",Complaint,
"It lived up to my expectations, with the exception that some of the options for settings are not clear by their on-screen labels.",Complaint,
"Long battery life, GPS, water resistance, and voice to text were the main reasons I purchased this, but other apps Im discovering are surprisingly useful and add to its value.",Praise,
It never hears nor understand me.,Complaint,
"Screen is very small, AI is limited, couldn't get lyrics without subscription plan.",Complaint,
"Haven't tried face to face call yet, unsure if I need a synched cell, and no one else I know has a 'Show'.",Inquiry,
"hopefully they start integrating some kind of apps though, like My Fitness Pal or something for reminders to log food!",Feature Request,
FitBit UI has always been my favorite UI out of all of the other fitness trackers.,Praise,
Love that it can be used across devices (android/iOS) instead of 'galaxy gear' or an 'apple watch' which are only compatible with their own OS.,Praise,
the drawback is NO zoom,Complaint,
"It's a fun toy, but it doesn't make phone calls as promised even to other alexa users, and can only show me one day in my calendar ( to see other days I have to scroll down..I can do that on my tablet)",Complaint,
I only minus 1 star because  I hate that  Playstation  doesnt do backward compatibility.,Complaint,(example of compalints)
I have tons of ps3 games that are now coasters because our ps3 stopped working.,Bug Report,
The first problem I noticed was the inability to reject calls.,Complaint,
They have reserved this functionality for iOS.,Feature Summary,
The second problem that did break this for me was text notifications not displaying properly.,Bug Report,
"If you use any text application beyond the stock one you will get issues, for example if you don't dismiss your texts religiously after receiving them you'll get 'X unread messages' where X is the number not yet read.",Bug Report,
"Others can utilize these functions fine, likely via Android Wear acceptable APIs.",Praise,
The only reason I gave it 4 stars instead of five is the extra step involved in getting to some of the info.,Complaint,(good exmaple of Complaint)
"for example, depending on the screen, you will have to tap a couple of times to see your heart rate, when you are not exercising.",Feature Summary,
The watch looks great however I was unable to obtain the necessary application from Pebble.com to get it to work.,Complaint,
"I will be returning this device for a different model and giving Fitbit a second chance, as I have liked previous Fitbit and their community/app features are the best in my opinion.",Praise,or Human Usability
"Pros: Design, decent price for a smart watch looking fitness tracker, Fitbit app and community systems, nice acreen Cons: frequent sync delays, Bluetooth unpairing, repairing and setup hit or miss",Bug Report,
"If you want something to tell you the time, or weather forecast, or to order more paper towels from Amazon, these are perfectly okay.",Feature Summary,
"When we got home and hooked it to the HDMI cable that is attached to our LG smart tv to watch it, the video froze after about one minute of the four minute performance.",Bug Report,
"I used to have the charge HR, I love this one so much more, I love the music control, the workout tracking function, the sleep tracking function, and the ability to track my runs, as well as instant heart rate monitor.",Praise,
She is hard to understand and you cannot ask her questions like Google.,Feature Summary,
Nit does however if you have Amazon prime music plays your songs for you.,Praise,
Cannot even place orders she gets it wrong every time.,Bug Report,Accuracy
The tracker seems to work well however the app and customer support are pitiful.,Complaint,
can't get the verification email after many attempts and can't remove the annoying banner.,Bug Report,
Took too many attempts to sync to iPod and customer support advised me to return the product to amazon.,Bug Report,
"Echo arrived in time but is doa on arrival, I actually ordered 2 and both took multiple reboots and an hr to setup.",Complaint,
"Finally when they were running, as I had it play music it would keep crashing and rebooting.",Bug Report,
The second device rebooted at least 4-6 times per day.,Bug Report,
"Wow, that about sums it up, if your one of those that thinks the iWatch is just too bulky and over priced, if you don't need anything but a watch that always has the perfect time, and will alert you if you have texts and notifications, this is your watch, not to mention the time is always displayed, because it doesn't have a power hungry LED screen that needs to go to sleep to save battery power, need to see the display in the dark, just give your wrist a quick flick and a back light comes on for a few seconds.",Feature Summary,
"And there's plenty of watch faces you can download to your phone for free, I've been through many looking fr one that just right for me, time, date, weather, and with two flicks of my wrist, it displays a stock market price of a stock I own, but the best thing I like is its low, it doesn't stick up on my wrist like an iWatch would, it's sleek and low, oh and the silicone band is SO comfortable, for the price you can't go wrong.",Praise,
"I probably got the only defective console ...I keep getting a different error message every time I try to play uncharted 4.....even got another disc from someone who bought the same game , same set of error messages comes up, and my game works great in theirs,..downloaded games works fine ,no complaint there,have to borrow another game to see if its only uncharted 4 that has the problem...and since I live in Trinidad and Tobago sending it back is not an option and it will cost an arm and a leg to ship it back....",Bug Report,
siri would never turn them on when i asked her.,Complaint,
Alexa does with no problem...... i am going to get the big one now because i am enjoying yelling commands at this little thing so much.,Praise,
"It says she will search for things on bing that she doesn't know, I can't figure out how to get her to do that.",Inquiry,
"I love that I can control her when I'm not home through the app, I use her mostly to play music when I'm at work for my dogs.",Praise,
"For an otherwise high-tech device, it is odd this practical capability was missed.",Complaint,
Alexa use internal speaker.,Feature Request,
Alexa use bluetooth.,Feature Request,
Alexa use external output.,Feature Request,
"Alexa, get smarter!",Feature Request,
"They are our most useful home appliance: lights, temp, lists, calendar, music, 'who-was-president-when',  Alexa owners know how useful they are.",Feature Summary,
It's great not to be interrupted with an annoying text or call.,Praise,
Just A simple alert on your wrist and no one else knows.,Feature Summary,
"There are still a great number of apps for the Pebble line, so don't let the fact they sold out keep you from trying this out.",Praise,
"Main menu is frequently laggy, games take a while to load - unexpected problems on a brand new system.",Bug Report,
Â This product stuck in loop after updating to 4.50.Need help!,Bug Report,
Set up of the PS4 was very easy.,Praise,
I'm absolutely hooked on the Uncharted 4 game.,Praise,
Alexa app to manage this is full of bugs.,Bug Report,
Will not accept a valid address among other things.,Complaint,
Greatly lacking in the information department.,Complaint,
You'll learn not to ask it general question because the response will be 'I can't find the answer to the question you ask' or 'I don't...I can't...I'm not able'.,Feature Summary,
"Big issue: Generally crappy/laggy interface, which I hoped they would have fixed.",Bug Report,
The app connectivity really stinks.,Complaint,
For the life of me I couldn't figure out how to get the camera reconnected.,Inquiry,
"Eventually reset the camera, which didn't work because I couldn't reset the app.",Bug Report,
Easily gets to 4-5 stars if they include the remote and fix the app.,Feature Request,
Great functionality but poor materials.,Praise,
"I was just seduced by the price and the form-factor, but overall, the only fun I can get is to turn ON/OFF my TV (and yes, it's nice when it works from the first time, but when you have to repeat 2-3 times the only thoughts you have it like 'damn, i'd better get a remote, i look like an idiot talking to a machine that doesn't want to listen'.",Complaint,
"Also, it can't handle simple questions like 'Who is the richest actress in the world', while it suggests the Bing link, which has a table of the richest actreeses, it cannot read the results itself and tell it to you.",Complaint,
"Since I don't use Spotify and other US services, the only useful thing for me is a limited Harmony support.",Praise,
"I simply don't understand, why not to make an easy interface to make your own 'voice command to Alexa -> http/json request'.",Complaint,
"The app allows me to track a lot of different things, more than I actually use in fact.",Feature Summary,
It does not have to update often thankfully.,Praise,
"The 5-10 minute update process took over 90 minutes to complete last week, and it was that long actually out of the box when I set it up too, but I have had zero problems with it since purchase.",Praise,
I would have given this camera a 5 star rating is the use of the camera was a little more intuitive.,Feature Request,
I have 3 professional model dslr cameras and they are easier to use when compared to the Go Pro.,Complaint,
The watch seems to track my steps and my sleep pattern very well.,Praise,
The companion app with IOS hasn't given me any trouble yet.,Praise,
I am enjoying a couple of games very much and using the controller is intuitive Uncharted 4 is a blast to play also!,Praise,
My only complaint is the Alexa android app is a piece of crap that really needs work.,Complaint,
"It is extremely difficult to get it to pair, it constantly has errors, the user interface is horrendous, the app fails constantly (iPhone version), and the watch face is really hard to see without the backlight on.",Bug Report,
"First, Alexa forces you to upload your *entire* contact list even if you have no intention of calling many of these people via Alexa.",Complaint,
Why does Amazon need to know everyone I've ever spoken with when all I want is a video chat with the grandparents?,Inquiry,
"Second, Alexa rings all devices simultaneously that are linked to the same phone number.",Feature Summary,
"Leaving aside that a device that sits in my kitchen shouldn't even require a mobile number to function, if my kids want to call their grandparents' Echo Show, it's not good for that to also ring my father's phone (usually while he's at work).",Complaint,
Why not allow calling only to the Show?,Feature Request,
"At least Amazon finally added contact blocking, but even that initial lapse showed a stunning lack of attention to basic privacy and functionality.",Complaint,
I love that I can read my text messages and see who is calling through the screen.,Praise,
I love that I can select exercises and just do it with the watch.,Praise,
"For as long as the Echo has been out -- and the number of independent communities around uses for it that exist, you'd think Amazon would have advanced the capabilities by now.",Feature Request,
"There is no thought to owning multiple units and the heavily dependence on referring to the Alexa App (for more on that, see the app; to clear your lists, see the app).",Complaint,
"It's a nice toy but I have yet to find a useful application for it, the Echo Dot did not work with the brand of wifi connected thermostat I had installed in my house, also Alexa only understands English which is fine for me, but not for my in laws.",Complaint,
"I can get it to play whatever music I like from several sources Pandora Radio, SiruisXM, Amazon music or my own music collection, I can set an alarm or check the weather.",Feature Summary,
Continual issues with turning on and off and locking up.,Bug Report,
"I could get some to connect to it with 'classic' mode, but it wouldn't actually DO anything (not even teh music like it's supposed to) really unhappy with it.",Bug Report,
It's easy to read and see.,Praise,
If I would have went with the black i would be disappointed because without the LCD the GoPro is a little hard to navigate.,Praise,
"You can also choose from a number of different interfaces on the watch screen, so you can make it appeal to your own personal taste.",Feature Summary,
Bought this in mid July of 2017 and it has already stopped working with a lot of error messages on the screen.,Bug Report,
"Forget about using its running feature, 9 times out of 10, it will tell you it cannot find your phone!",Bug Report,
Alexa is a really great timer & weather informant.,Praise,
In order to find out information like 'How much is half of 1 1/2 cup' for a recipe or 'what is an alternative for baking soda' or other basic questions you have to download apps.,Feature Summary,
Then you have to remember the name of the associated app with your question.,Feature Summary,
Everything you want to ask it has a different associated app and I don't have time to remember that many apps.,Complaint,
I use Alexa as a glorified timer and end up Googling everything else.,Complaint,
I will be getting the Google version of Alexa that will let me ask pretty much whatever I want without additional apps.,Feature Request,
The device did take time to load as it was downloading an update.,Feature Summary,
Alexa started introducing the device and features.,Feature Summary,
"Here are skills that we use daily, timers: such ease, no need to poke around on your phone.",Praise,
YouTube trailers:Alexa shows a notification as soon as a new trailer comes out and immediately plays it if prompted.,Feature Summary,
Music requires a little effort and needs clear enunciation when band or song names are similar to another.,Feature Summary,
I wish Alexa could handle context questions better.,Feature Request,
"Also, I have pandora, spotify and prime, yet she can not play a specific song for me, only a sample.",Complaint,
It says ASUS isn't on their list of supported phones but an older ASUS phone connected fine just like my mother in laws IPhone did.,Praise,
"They only thing is that I can not start a new text, they have canned message that you can use to reply or you can use your voice.",Bug Report,
Everytime I try to talk into it it never u derstands what I'm saying.,Complaint,
It alerts me on calls and messages.,Feature Summary,
The best feature of the Show is the video calling and texting.,Praise,
"fitness tracking, notifications for calls/texts, tracking sleep), was always connected to Bluetooth like promised.",Praise,
"Soon after, the watch would stop connecting to my iPhone and the app -- which lost some data in the moments that it stopped working.",Bug Report,
Now I have a hard time with the basic functions of it.,Complaint,
"Received the GoPro Hero 4 silver, with manufacturing defects does not work, to use the recommendation of the manufacturer had to buy a brand Lexar model 633x memory, I was able to upgrade the software and igualmanera still did not work, from the first day the camera it stays in the start menu and does not recognize the rest of the commands, I tried restarting of all forms and the camera does not work, additionally the camera when I arrived note that in one of the corners of the front frame right supeior was broken.",Bug Report,
So I've had this for a week and the first thing I realize is the brightness of the watch is not that good that being said the color also is not very good and the size is small a little hard to see that part is two stars maybe even one star the band has a good feeling to it and paring with a iPhone 6 Plus is good I get all my texts and messages and phone calls that I can see before I look at my phone and there is no ring tones just a vibration I give that 3 stars I'm in construction so most of the apps are stupid .so I think it's a little pricey for what you get also the charger can fall off easy.you have to have pebbles on your phone so the watch will work well know it stopped pairing with my iPhone 7 plus,Complaint,both complains and praise
"Its a great, inexpensive alternative to the Apple Watch and has some wonderfully convenient features.",Praise,
I love the variety of watch faces and the ability to quickly check a text message with tracking down my phone while I'm in a meeting is priceless.,Praise,
The only 'problem' to speak of so far is unreliable Bluetooth connection but I can usually remedy the problem by forgetting both connection and re-pairing the watch to my iPhone.,Bug Report,
I wouldn't expect much in terms of Pebble apps - but as a notification machine (with long battery life) for your wrist - it can't be beat.,Praise,
Just make sure your notifications are set to show up on lock/closed screen - and you'll be set by how much you can get out of the watch just using that alone.,Feature Summary,
My only gripe is turn by turn directions on Google Maps (and this may not be entirely Pebble's fault) - Google doesn't seem to notify the last direction (i.e.,Complaint,
Needs more integrations and it needs to work better.,Feature Request,
"For example, I cannot seem to find a simple command for Echo to tell me what my Honeywell thermostat is set to,  I can change it up and down, it just won't report the current setting.",Bug Report,
"For example, when in location '1' and I want to change the temperature, it should default to the thermostat co=located with the Show device I am speaking to.",Feature Request,
Then it could require more specific instructions if I want to change the thermostat in the other location.,Feature Request,
"Also, integration with Ring cameras is sporadic at best.",Complaint,
"Sometime it shows them, sometimes it doesn't, even when the Ring App itself is able to show them.",Bug Report,
"In addition, I would expect to be able to have more customization available for the Home Screen such as showing the current date along with weather conditions and forecast.",Complaint,
It just not working right  I get it  a command but it just doesn't respond like support to,Bug Report,
I like the interface and how easy it was to sync it up to an online account once established.,Praise,
"The only thing that might annoy someone is that if you say anything with the word 'Alexa' in it, then it responds.",Feature Summary,
"I like the random info it gives & while we intended to use it mainly as a clock/radio, we regularly ask for a joke, put together shopping lists, to-do lists & set timers.",Praise,
However when deep underwater I got the green tint - sometimes- I guess in software white balance but really it ruined the video and I can't seem to take out that saturation in post.,Bug Report,
So every time when I try to resync it I have to delet my device from apps memory or even reinstall the actual app.,Bug Report,
* Switching back and forth between two modes is a pain.,Complaint,
Got this and used it for about 2 months and then it stopped receiving texts and other notifications.,Bug Report,
One thing... make sure if you already own an Echo that you install your Dot in a location of your home where Echo can't listen in.,Feature Summary,
"Sometimes, a simple command like 'Alexa, set timer for 5 minutes' will be answered by the Echo in the Kitchen while others the Dot around the corner in the Living Room will faintly respond.",Feature Summary,or Complaint?
Alexa is pretty limited in what she knows.,Feature Summary,
"Even Siri can answer more questions, and I don't think of Siri as being all the impressive.",Complaint,
The notifications on it are definitely a huge plus.,Praise,
"You can read texts, see calls and answer them, see calendar things and more!",Feature Summary,
"I really like it, but the one thing that drives me crazy is that it's hit or miss when you go to sync it to your phone.",Bug Report,
"It will sync fine, then for some reason it won't sync no matter what you do.",Bug Report,
I usually have to delete the watch and add it new to trick the phone into thinking it's new...and this usually works.,Bug Report,
This isn't true AI and I won't treat it as such.,Complaint,
"But to be fair, Alexa isn't that bad.",Praise,Can't really tell
"Most of the time, it does what it's suppose to without overdoing the embellishments of simulated conversation.",Praise,
I have an Echo dot positioned near my computer where I watch videos and listen to music so there are a lot of false triggers.,Bug Report,
Most of the time it just turns on and beeps off but sometimes it talks back saying it doesn't understand.,Bug Report,
I wish it would just turn off instead of saying something.,Feature Request,
"I love that you can change the face of the Blaze's screen, change the bands, and track your exercises and sleep pattern with the FitBit.",Praise,
It also reminds me to get up and move if I haven't taken 250 steps within the hour.,Feature Summary,
"I also have it set so if anyone calls or texts me, it'll let me know who's calling and will show me the text as well.",Feature Summary,
"With the app, it also syncs easily with My Fitness Pal.",Praise,
I definitely recommend the Blaze to anyone who is really into fitness and doesn't need all of the other notifications and functions that the Apple Watch provides.,Feature Summary,
Very easy to navigate around the options but one thing I would highly recommend is 'get to know your gopro before your big adventure'.,Praise,
Accessing my Spotify account on the Echo was never a problem but the Show seems to have lots of difficulty.,Bug Report,
For other commands there seems to be a big lag at times and often Alexa tells me that she is having trouble connecting but will still keep trying.,Bug Report,
"As others have mentioned, the continuous scrolls are annoying and would hope they would issue the option to turn those off.",Complaint,
"This FitBit is pretty handy, though it doesn't notify me of any messages or calls even after I've set it up to do so.",Bug Report,
"My only real complaint is that it has a few false positives, sometimes responding to the TV if audio says anything remotely close to 'alexa'.",Complaint,
"Granted you can change the trigger word to something else, but it's just worth noting.",Feature Summary,
"I enjoy wearing the Blaze primarily because of the watch face and menu item selections; however, the back button stopped working after less than one year.",Praise,
Definitely not as flexible as Google home in terms of responding.,Feature Summary,
"Google home has much better potential then Alexa, and doesn't look cheap",Complaint,
From week 2-3 the console would occasionally randomly lock up for several seconds when a game was running and shut off.,Bug Report,
I would always have to plug out the console and restart to use the machine.,Complaint,
"If you have the volume cranked, she may have trouble hearing, but this is typically not an issue.",Feature Summary,
"Pros: Great alarm clock/timer Plays spotify playlists easy for the kids to use Shopping list is nice Cons: Skills are not quite smart enough yet Siri has more answers for things Ecobee control is not intuitive (as are most specialized skills) I would definitely buy this again, and I am thinking about getting more for the house.",Feature Summary,Define both pros and cons
But if you are concerned with 'privacy' you may not want a device in your home that listens to audio in the room and tracks what is being said.,Feature Summary,
I have found the sleep tracker to be especially helpful.,Praise,
I especially like that I can read it at night with a quick flick of my wrist and the watchface I am using a easy to read - ima bout blind.,Praise,
Can't answer detailed questions but knows the basics.,Feature Summary,
"Also, it's annoying when Alexa responds even when it hears it's name from the tv or on a youtube video you may be watching.",Complaint,
Plus it will only play songs you've purchased or have uploaded into your library.,Feature Summary,
It's a great alarm clock and reminder.,Praise,
"No phone support, only the possibility of email advice after a significant time lag.",Complaint,
"You also cannot sync and voice command with your iTunes library on your phone, only Amazon Music, Pandora, SIRUS XM, and a few others.",Feature Summary,
"I can give it a command to play my music, but after that I cannot give other commands and I am told by the device to try later.",Bug Report,
"Within 20 minutes, it stops playing my downloaded music.",Bug Report,
Any attempts to rectify the problem is met with a swirling red light and advises me to try later.,Bug Report,
I have tried to reset it with negative results.,Bug Report,
Not the watch fault but my vision is not so great up close so the text on it was super small.,Complaint,(complaint example)
"Big, bold text and just a better overall smartwatch for me.",Praise,
Sound is ridiculously low but Alexa is very smart,Praise,
Using this rig through my phones hotspot along with Amazons unlimited music to replace XM radio for only $3.99 a month plus full functionality of hands free Alexa services.,Feature Summary,
"We don't shop that often, so the usefulness of this device is limited to a voice activated radio, a trivia game, a hard of hearing person who you have to repeat your question to just for the answer to be incorrect.",Complaint,
"The dot was a deal, but I would wait until Amazon has better programming for Alexa, or buy a Google home.",Feature Request,
And it has frozen up on me once but that was a day or two after getting it and hasn't happened since.,Bug Report,
Horrible and useless after initial novelty wears off  Has not acquired any new funtions or learned from use.,Complaint,
The calendar function seems to be lacking in that you can't put an end day of an appointment.,Complaint,
"And when asked to remove all appointments for a particular day, I'm prompted to scroll down, then get a message 'something went wrong.'",Bug Report,
"I wanted this for calendar and scheduling and so far, it gets an F.  Neat getting delivery notices on Amazon products but nothing is updated when delivered.",Bug Report,
"So far I feel like it's just a running of jeopardy type questions (no,I didn't pay $228 to find out what the mass of the moon is and no, I don't want to play a jazz list).",Complaint,
Capabilities seem limited unless you have your entire house installed with Echo devices that can be controlled (I'm not paying several hundred to get an Echo friendly thermostat).,Complaint,
Easy to read clock (when it works right.),Praise,
It won't sync with my computer (syncs okay with IOS)(which is nowhere near when I try to sync with the computer.),Bug Report,
Notifications work well but the ability to send a quick yes or no with a  touch would be helpful in the absence of texting.,Feature Request,
"In general- designs and features are getting better, but performance is getting worse.",Complaint,
From the start it would not turn off and on properly.,Bug Report,
"Control lighting, Sonos, Dyson and Nest devices and am addicted to voice OS.",Feature Summary,
"Sub-standard and spotty voice recogntion, no audio out, small screen that adds little and is too tethered for family video calls.",Complaint,
"Update:  I'd really love it if Amazon would allow multiple devices to stream their music, because this can't happen I will not buy another Dot or even an echo.",Feature Request,
"I use it the most for time, timers, stopwatch, weather, shopping list, music and to find my phone.",Feature Summary,
I have also paired it with a TP Link so that i can turn my bedside table light on/off instead of getting out of bed and walking across the room when i'm ready to go to bed or need a light at night.,Feature Summary,
"If it wouldn't be for the stupid skills that need to be enabled for every little thing, it would be 5 stars.",Complaint,
But who wants to find skills and then have to recall the name so that you can direct Alexa to use that skill.,Complaint,
"this dot, however -- cannot get it connected.",Bug Report,
i'm not the most tech savvy... therefore enlisted my brother-in-law AND son on different occasions... and neither could get it connected.,Bug Report,
I love my Blaze and its interface.,Praise,
It was easy to sync it with my existing app.,Praise,
"Don't get me wrong, the Blaze is cool tech, but the reason I upgraded was really to be able to get email and text notifications on the Blaze.",Feature Summary,
"It does provide that option, but it's really more annoying than useful.",Complaint,
"I can read texts on the screen, while email notifications are just the sender and subject, which is fine.",Feature Summary,
"Call notifications are helpful too, but a lot of the time when I get a call notification, my Blaze doesn't start buzzing until the call has already gone to voice mail and by then I've missed it.",Bug Report,
"But, my biggest disappointment is that the text/email notification option is pretty much useless because the Blaze doesn't differentiate between new notifications and ones it's already given me.",Complaint,
"So, I get some notifications and acknowledge them by either swiping them away or pressing 'Clear All,' but then when I get new notifications, all of the ones I already acknowledged come back too, so this feature isn't very useful.",Bug Report,
"You can also control music on your phone (start, pause and stop play), and I use that occasionally.",Feature Summary,
"On the positive side, the step counter is fairly accurate and the software is useful.",Praise,
I even enjoy changing watch faces from time to time.,Praise,
"The manual that comes with it doesn't really tell you how to shoot movies or to take pictures, but I guess that's true with most cameras.",Feature Summary,
"Pros: small, takes great videos, HD, good for shooting outdoor activities Cons: gets hot, freezes when trying to watch videos directly through a TV, once I downloaded videos to my laptop, it converted to mp4, which isn't compatible with the GoPro Studio, the camera only takes wide or medium angle photos, large learning curve for me (could be cuz I'm old), so it took some time learning the buttons and using all the different settings.",Complaint,
